"Data compilation used in calculation of N budget, organized by year of publication. ",,,,,,,,,,,,,,,,,,
Geologic Setting abbreviations:  O = Oceanic; C = Continental; S = Sediment; L = Lithosphere; A = altered (<300°C); M = metamorphosed (>300 °C); M = primary mantle volcanics; X = xenoliths; OIB = Ocean Isl_and_ Basalt; VV= Volcanic volatiles,,,,,,,,,,,,,,,,,,
Rock name abbreviations: BIF = b_and_ed iron formation; MORB = mid-ocean ridge basalt; OIB = ocean isl_and_ basalt; F = fluid; G = gas,,,,,,,,,,,,,,,,,,
"Columns show, in order, References/notes, Sample name as used in original study, geologic setting (assigned by us), rock type (after original study), Age (Ga), δ15N _and_ error, N concentration (ppm), δ 13 C, Yb, Lu, _and_ Rb concentration (ppm), K2O (wt. %), _and_ Ar data where available  ",,,,,,,,,,,,,,,,,,
Full references are in the Supplementary References document. ,,,,,,,,,,,,,,,,,,
Source/Notes,Sample Name,Geologic Setting,Rock Type,Year Published,Age,delta15N,error,N(ppm),delta13C,Yb,Lu,K2O (WT. %),Rb (ppm),40Ar/36Ar,36Ar (mol/g),Ar total (mol/g),N2/36Ar,N2/40Ar
multiple analyses from each ,Marra Mamba (Hamersley Gp),AOS,Shale,2002,2.6,2.2,2.0,100,,,,,,,,,,
formation,Lewin Shale,AOS,Shale,2002,2.69,3.4,3.1,700,,,,,,,,,,
,Sheba Fm,AOS,Kerogen,2002,3.25,0.9,1.3,100,,,,,,,,,,
,Sheba Fm,AOS,Shale,2002,3.25,3.4,0.7,400,,,,,,,,,,
Matsumoto_et_al_2002,VIC51,X,Lherzolite,2002,0.01,0.1,1.2,0.054,,,,,,3277,5.11213720316623E-015,3.75E-007,3.79E+005,116
,VIC51A,X,Lherzolite,2002,0.01,0.5,1.8,0.004,,,,,,1444,7.23264166001596E-016,2.34E-008,1.79E+005,124
Anhydrous lherzolites,GAMVL3,X,Lherzolite,2002,0.01,-6.0,1.2,0.014,,,,,,1790,3.44827586206897E-015,1.38E-007,1.45E+005,81
Mantle xenoliths from ,VIC53C,X,Lherzolite,2002,0.01,-0.8,1.2,0.008,,,,,,384,9.06385281385281E-015,7.82E-008,3.30E+004,86
Australia,VIC53C,X,Lherzolite,2002,0.01,-1.5,1.3,0.007,,,,,,394,6.4484126984127E-015,5.71E-008,3.60E+004,91
,VIC54F,X,Lherzolite,2002,0.01,1.9,1.4,0.005,,,,,,421,4.69924812030075E-015,4.44E-008,3.80E+004,90
,SHD6,X,Lherzolite,2002,0.01,2.0,1.7,0.003,,,,,,558,2.1865889212828E-015,2.74E-008,4.90E+004,88
Fischer_et_al_2002,Zunil,VV,Gas,2002,0,6.1,,68,,,,,,,,,,
Central American volcanic gases and fluids,San Marcos,VV,Gas,2002,0,6.0,,180,,,,,,,,,,
,Volcan Fuego,VV,Gas,2002,0,6.3,,3190,,,,,,,,,,
,Amatitlan,VV,Gas,2002,0,0.0,,4648,,,,,,,,,,
,Amatitlan,VV,Gas,2002,0,6.0,,2,,,,,,,,,,
,Amatitlan,VV,Fluid,2002,0,3.1,,2,,,,,,,,,,
,Amatitlan,VV,Fluid,2002,0,5.5,,650,,,,,,,,,,
,Tecuamburro,VV,Gas,2002,0,6.9,,936,,,,,,,,,,
,Tecuamburro,VV,Gas,2002,0,6.9,,2030,,,,,,,,,,
,Tecuamburro,VV,Gas,2002,0,0.0,,1038,,,,,,,,,,
,Moyuta,VV,Fluid,2002,0,6.7,,,,,,,,,,,,
,Moyuta,VV,Fluid,2002,0,6.2,,40,,,,,,,,,,
,Poas,VV,Gas,2002,0,-1.9,,46,,,,,,,,,,
,Poas,VV,Gas,2002,0,-4.8,,74,,,,,,,,,,
,Poas,VV,Gas,2002,0,-4.9,,42,,,,,,,,,,
,Poas,VV,Gas,2002,0,-3.0,,204,,,,,,,,,,
,Turrialba,VV,Gas,2002,0,0.8,,136,,,,,,,,,,
,Turrialba,VV,Gas,2002,0,-4.8,,1074,,,,,,,,,,
,Irazu,VV,Gas,2002,0,4.2,,,,,,,,,,,,
N concentrations are vol% N2,B835.Cp,X,Clinopyroxene,2002,,-0.1,,1,,,,,,,,,,
Busigny_et_al_2003,00Li10,AOS,Pelite,2003,0.1,3.8,,441,,,,2.44,117,,,,,
ophiolite with shaly-marly-limestone protolith,00Li8S,AOS,Pelite,2003,0.1,4.1,,762,,,,4.75,229,,,,,
,00Li9,AOS,Marlstone,2003,0.1,3.1,,226,,,,1.20,62,,,,,
,00Li7,AOS,Pelite,2003,0.1,4.7,,234,,,,2.22,96,,,,,
,C18,MOS,Schist,2003,0.1,2.9,,169,,,,0.93,51,,,,,
,98SE3,MOS,Schist,2003,0.1,3.0,,313,,,,1.36,72,,,,,
,SL98-2P,MOS,Schist,2003,0.1,3.7,,560,,,,2.48,126,,,,,
,98SE5,MOS,Schist,2003,0.1,2.8,,1721,,,,7.07,341,,,,,
,98SE6,MOS,Schist,2003,0.1,3.2,,1069,,,,5.23,272,,,,,
,SL98-3C,MOS,Schist,2003,0.1,3.2,,232,,,,0.88,45,,,,,
,SL98-3P,MOS,Schist,2003,0.1,3.7,,1637,,,,7.96,347,,,,,
,98SE7,MOS,Schist,2003,0.1,2.6,,228,,,,0.61,39,,,,,
,98SE8,MOS,Schist,2003,0.1,3.7,,621,,,,3.52,151,,,,,
,98SE9,MOS,Schist,2003,0.1,4.4,,523,,,,2.94,127,,,,,
,90-25B,MOS,Schist,2003,0.1,4.8,,195,,,,1.59,75,,,,,
,90-25A,MOS,Schist,2003,0.1,3.6,,446,,,,2.23,109,,,,,
Sadofsky_and_Bebout_2003,VD 2a ,MOS,Schist,2003,0.1,3.0,,891,-25.2,3.27,0.48,4.16,166,,,,,
Metasediments from Franciscan complex,VD 5c,MOS,Schist,2003,0.1,2.4,,503,-25.3,,,,,,,,,
and the Baja Terrane,VD 9b,MOS,Schist,2003,0.1,2.4,,256,-25.3,2.22,0.32,,,,,,,
,Mendo 8,MOS,Schist,2003,0.1,2.8,,748,-25.4,,,,,,,,,
,KW98-14a,MOS,Schist,2003,0.1,3.4,,689,-24.9,,,,,,,,,
,KW98-21b,MOS,Schist,2003,0.1,1.4,,106,-25.2,2.52,0.37,1.92,72,,,,,
,KW98-93,MOS,Schist,2003,0.1,2.9,,677,-25.8,,,,,,,,,
,Eel4 Shale,MOS,Schist,2003,0.1,1.5,,380,-24.2,2.03,0.38,2.33,101,,,,,
,JC c4a,MOS,Schist,2003,0.1,1.3,,675,-24.7,2.5,0.28,1.90,90,,,,,
,JC 5,MOS,Schist,2003,0.1,1.5,,214,-24.6,2.02,0.2,1.41,54,,,,,
,JC 6,MOS,Schist,2003,0.1,1.7,,599,-25.0,,,,,,,,,
,AP c5b,MOS,Schist,2003,0.1,1.7,,108,-24.8,,,,,,,,,
,Apc5a,MOS,Schist,2003,0.1,1.6,,219,-28.2,2.82,0.27,1.02,39,,,,,
,AP 8,MOS,Schist,2003,0.1,1.2,,195,-25.6,1.72,0.4,2.14,74,,,,,
,CR 2b,MOS,Schist,2003,0.1,1.0,,777,-23.8,2.08,0.24,1.31,44,,,,,
,CR 1a2 mafic,MOS,Schist,2003,0.1,0.3,,30,-25.9,,,,,,,,,
,Alder 1c,MOS,Schist,2003,0.1,1.4,,604,-25.7,,,,,,,,,
,Alder 2,MOS,Schist,2003,0.1,1.8,,385,-26.9,2.09,0.27,1.14,48,,,,,
,WGE-Q34,MOS,Schist,2003,0.1,2.2,,166,-24.5,,,,,,,,,
,WGE-Q26f,MOS,Schist,2003,0.1,0.7,,36,-26.0,,,,,,,,,
,WGE-Q20,MOS,Schist,2003,0.1,1.5,,170,-24.7,,,,,,,,,
,WGE-Q38,MOS,Schist,2003,0.1,2.1,,166,-24.2,,,,,,,,,
,WGE-Q26g,MOS,Schist,2003,0.1,1.1,,58,-26.8,,,,,,,,,
,6-4-8-1,MOS,Schist,2003,0.1,0.6,,801,,,,,,,,,,
,6-4-1-1,MOS,Schist,2003,0.1,0.2,,463,,,,,,,,,,
,SS3-1,MOS,Schist,2003,0.1,2.2,,866,,,,,,,,,,
,SS3-2,MOS,Schist,2003,0.1,1.9,,559,,,,,,,,,,
Baja,RLS-585-1,MOS,Schist,2003,0.1,1.9,,226,-28.8,2.67,0.27,1.10,35,,,,,
,RLS-585-14,MOS,Schist,2003,0.1,0.1,,305,-25.3,1.59,0.38,1.52,65,,,,,
,RLS-486-105,MOS,Schist,2003,0.1,2.5,,692,-25.5,1.37,0.32,3.24,106,,,,,
,RLS-585-71,MOS,Schist,2003,0.1,1.9,,425,-24.2,1.84,0.2,0.85,36,,,,,
,RLS-486-130,MOS,Schist,2003,0.1,2.8,,300,-23.3,1.83,,0.93,35,,,,,
Marty_and_Dauphas_2003,SO47-5D2,OIB,Basalt,2003,0,3.9,1.6,3.7,,,,,,905,1.14E-012,1.04E-009,1.20E+005,133
"Recent OIBs, locations shown below. ",2SO47-9D2,OIB,Basalt,2003,0,0.6,1.6,0.1,,,,,,329,1.56E-013,5.16E-011,2.70E+004,82
Shown are averages of multiple analyses,TH09-02,OIB,Basalt,2003,0,1.4,1.6,0.3,,,,,,348,4.70E-013,1.64E-010,2.50E+004,72
Teahitia,TH09-05,OIB,Basalt,2003,0,1.4,1.6,0.1,,,,,,299,1.33E-013,4.00E-011,2.90E+004,97
,TH12-06,OIB,Basalt,2003,0,0.5,1.6,0.8,,,,,,468,7.95E-013,3.73E-010,3.50E+004,75
,TH14-02,OIB,Basalt,2003,0,-0.2,1.6,0.4,,,,,,490,3.28E-013,1.61E-010,4.60E+004,94
,TH14-03-4,OIB,Basalt,2003,0,1.5,1.6,0.8,,,,,,9995,3.12E-014,3.12E-010,8.60E+005,86
,TH14-03-5,OIB,Basalt,2003,0,8.0,1.3,2.3,,,,,,2231,2.64E-013,5.90E-010,3.10E+005,139
,TH14-05,OIB,Basalt,2003,0,4.1,1.3,0.6,,,,,,2597,8.97E-014,2.33E-010,2.30E+005,89
Mehetia,TH10-04,OIB,Basalt,2003,0,0.5,1.6,0.9,,,,,,660,6.35E-013,4.20E-010,5.20E+004,79
Cyana,SO47-81DS,OIB,Basalt,2003,0,5.3,1.6,0.06,,,,,,417,4.78E-014,2.00E-011,4.60E+004,110
,TH25-03-4,OIB,Basalt,2003,0,3.6,1.3,0.01,,,,,,5175,1.40E-015,7.26E-012,3.20E+005,62
Rocard,SO47-34DS,OIB,Basalt,2003,0,4.5,1.3,1.8,,,,,,1598,4.46E-013,7.13E-010,1.50E+005,94
,TH21,OIB,Basalt,2003,0,2.9,1.6,0.04,,,,,,384,4.47E-014,1.72E-011,3.00E+004,78
Seamount1,DTH02-01-1,OIB,Basalt,2003,0,6.7,1.6,0.06,,,,,,4786,4.03E-015,1.93E-011,5.30E+005,111
,DTH02-01-2,OIB,Basalt,2003,0,6.1,1.8,0.07,,,,,,3156,6.81E-015,2.15E-011,3.70E+005,117
,DTH02-01-3,OIB,Basalt,2003,0,0.4,1.8,0.05,,,,,,6681,3.29E-015,2.20E-011,5.90E+005,88
,DTH02-01-4,OIB,Basalt,2003,0,3.5,1.6,0.13,,,,,,1264,2.30E-014,2.91E-011,2.10E+005,166
,DTH02-01-5,OIB,Basalt,2003,0,2.3,1.3,0.03,,,,,,5134,3.00E-015,1.54E-011,3.90E+005,76
,DTH02-02-1,OIB,Basalt,2003,0,3.4,1.6,0.11,,,,,,8202,2.49E-015,2.04E-011,1.44E+006,176
,DTH02-02-2,OIB,Basalt,2003,0,4.2,1.2,0.07,,,,,,3130,1.10E-014,3.44E-011,2.40E+005,77
Seamount2,DTH03-02,OIB,Basalt,2003,0,1.3,1.3,0.03,,,,,,360,2.77E-014,1.00E-011,4.10E+004,114
Seamount3,DTH04-01-1,OIB,Basalt,2003,0,5.8,1.6,0.08,,,,,,592,7.39E-014,4.38E-011,3.80E+004,64
,DTH04-01-2,OIB,Basalt,2003,0,3.5,1.7,0.10,,,,,,777,7.28E-014,5.66E-011,5.10E+004,66
,DTH04-01-3,OIB,Basalt,2003,0,1.4,1.7,0.06,,,,,,1641,2.28E-014,3.74E-011,8.60E+004,52
Seamount4,DTH05-02,OIB,Basalt,2003,0,4.0,1.3,0.002,,,,,,335,4.20E-015,1.41E-012,1.80E+004,54
Cook-Austral,TH28-07,OIB,Basalt,2003,0,2.6,1.7,0.02,,,,,,299,5.87E-014,1.76E-011,1.30E+004,43
MacDonald,TH30-03,OIB,Basalt,2003,0,1.8,1.6,2.30,,,,,,291,3.25E-012,9.49E-010,2.50E+004,86
Hawaii,T4D3#3,OIB,Basalt,2003,0,2.1,1.3,0.29,,,,,,298,3.75E-013,1.12E-010,2.80E+004,94
Loihi,T4D3#7,OIB,Basalt,2003,0,1.7,1.3,0.08,,,,,,305,1.27E-013,3.89E-011,2.40E+004,79
East pacific rise,G324G,OIB,Basalt,2003,0,3.1,1.3,0.04,,,,,,422,1.70E-014,7.21E-012,7.90E+004,187
,G296G,OIB,Basalt,2003,0,1.6,1.3,0.01,,,,,,1095,2.18E-015,2.39E-012,1.70E+005,155
,G136D,OIB,Basalt,2003,0,1.4,1.3,0.09,,,,,,3825,3.92E-015,1.50E-011,8.00E+005,209
,G178D,OIB,Basalt,2003,0,1.6,1.3,0.01,,,,,,618,4.88E-015,3.02E-012,5.70E+004,92
Iceland,DICE10-10,OIB,Basalt,2003,0,0.2,1.8,0.03,,,,,,1669,1.01E-014,1.69E-011,1.20E+005,72
,DICE10-10,OIB,Basalt,2003,0,0.0,1.8,0.04,,,,,,3203,5.90E-015,1.89E-011,2.30E+005,72
,DICE10-10,OIB,Basalt,2003,0,0.1,1.9,0.07,,,,,,3302,1.03E-014,3.41E-011,2.60E+005,79
,DICE11-10#,OIB,Basalt,2003,0,-0.6,1.9,0.05,,,,,,940,2.91E-014,2.74E-011,6.20E+004,66
,DICE11-10#,OIB,Basalt,2003,0,-1.5,1.8,0.07,,,,,,3004,1.10E-014,3.30E-011,2.30E+005,77
,DICE11-10#,OIB,Basalt,2003,0,3.3,1.8,0.02,,,,,,1574,5.49E-015,8.64E-012,1.10E+004,7
Jia_et_al_2003,CP60/93,M,Lamproite,2003,0.1,4.4,,163,,3.97,0.45,2.89,85.5,,,,,
Lamprolite = L,B-4,M,Lamproite,2003,0.1,3.9,,88,,2.03,0.29,5.32,133,,,,,
Lamprophyre = LP,SD-1,M,Lamproite,2003,0.1,4.3,,209,,5.06,0.69,7.09,54.3,,,,,
,SD-2,M,Lamproite,2003,0.1,6.2,,63,,4.75,0.57,,81.8,,,,,
,SD-3,M,Lamproite,2003,0.1,1.5,,232,,,,7.14,,,,,,
,P-1,M,Lamproite,2003,0.1,1.6,,277,,5.19,0.67,7.31,83.2,,,,,
,P-2,M,Lamproite,2003,0.1,2.2,,294,,6.9,0.9,7.56,91.5,,,,,
,M2/1,M,Lamproite,2003,0.1,4.1,,119,,3.09,0.4,3.42,57,,,,,
,M-2/2,M,Lamproite,2003,0.1,5.5,,394,,3.35,0.46,4.69,85.2,,,,,
,KH-1,M,Lamprophyre,2003,0.1,1.6,,82,,3.44,0.41,4.91,67.5,,,,,
,KH-2,M,Lamprophyre,2003,0.1,3.3,,371,,6.21,0.9,4.96,20.4,,,,,
,R839A,M,Lamproite,2003,0.1,8.7,,21,,2.34,0.31,2.41,137,,,,,
Glasmacher_et_al_2003,C-M-t,MOS,Slate,2003,0.485,,,500,,,,4.01,0.169,,,,,
,C-M-m,MOS,Slate,2003,0.485,,,600,,,,3.99,0.16,,,,,
,C-M-b,MOS,Slate,2003,0.485,,,700,,,,4.42,0.173,,,,,
,M-I-M,MOS,Slate,2003,0.485,,,200,,,,3.07,0.115,,,,,
,T-M,MOS,Slate,2003,0.485,,,400,,,,4.92,0.209,,,,,
Sadofsky_and_ Bebout 2004,1,OS,Clay,2004,0.01,8.2,,330,,,,,,,,,,
N from Izu-Bonin-Mariana Arc,3,OS,Clay,2004,0.01,6.1,,371,,,,,,,,,,
Oceanic Drilling Project ,6,OS,Clay,2004,0.01,6.7,,350,,,,,,,,,,
Sites 1149 (35) 800 (6) 801(8) 802(2),26,OS,Clay,2004,0.01,6.1,,462,,,,,,,,,,
Sample names are core depths (m),27,OS,Clay,2004,0.01,6.2,,448,,,,,,,,,,
,28,OS,Clay,2004,0.01,6.1,,508,,,,,,,,,,
,39,OS,Clay,2004,0.01,5.8,,395,,,,,,,,,,
,40,OS,Clay,2004,0.01,5.7,,366,,,,,,,,,,
,45,OS,Clay,2004,0.01,6.3,,383,,,,,,,,,,
,56,OS,Clay,2004,0.01,5.7,,355,,,,,,,,,,
,58,OS,Clay,2004,0.01,5.5,,103,,,,,,,,,,
,66,OS,Clay,2004,0.01,5.5,,416,,,,,,,,,,
,75,OS,Clay,2004,0.01,5.3,,383,,,,,,,,,,
,85,OS,Clay,2004,0.01,5.3,,295,,,,,,,,,,
,93,OS,Clay,2004,0.01,4.8,,365,,,,,,,,,,
,104,OS,Clay,2004,0.01,5.0,,400,,,,,,,,,,
,113,OS,Clay,2004,0.01,4.7,,281,,,,,,,,,,
,121,OS,Clay,2004,0.01,4.7,,240,,,,,,,,,,
,135,OS,Clay,2004,0.01,3.9,,281,,,,,,,,,,
,142,OS,Clay,2004,0.01,3.7,,214,,,,,,,,,,
,1515,OS,Clay,2004,0.01,4.6,,329,,,,,,,,,,
,160,OS,Clay,2004,0.01,4.7,,340,,,,,,,,,,
,161,OS,Clay,2004,0.01,4.9,,335,,,,,,,,,,
,165,OS,Clay,2004,0.01,4.5,,285,,,,,,,,,,
,171,OS,Clay,2004,0.01,4.9,,259,,,,,,,,,,
,180,OS,Clay,2004,0.01,4.6,,97,,,,,,,,,,
,196,OS,Clay,2004,0.01,4.6,,236,,,,,,,,,,
,237,OS,Chert,2004,0.01,2.5,,26,,,,,,,,,,
,341,OS,Chert,2004,0.01,3.0,,18,,,,,,,,,,
,388,OS,Chert,2004,0.01,4.0,,23,,,,,,,,,,
,248,OS,Siltstone,2004,0.01,-0.9,,661,,,,,,,,,,
,465,OS,Clay,2004,0.01,-0.2,,37,,,,,,,,,,
,444,OS,S_and_stone,2004,0.01,3.9,,78,,,,,,,,,,
,342,OS,Clay,2004,0.01,4.5,,127,,,,,,,,,,
,422,OS,Clay,2004,0.01,4.2,,116,,,,,,,,,,
Ueno_et_al_2004,T005,AOS,Kerogen,2004,3.5,-4.1,0.2,,-34.8,,,,,,,,,
Kerogens from Australia,T013B,AOS,Kerogen,2004,3.5,1.8,1.5,,-34.6,,,,,,,,,
North Pole,T070B,AOS,Kerogen,2004,3.5,4.0,1.6,,-35.9,,,,,,,,,
,96NP452,AOS,Kerogen,2004,3.5,1.0,1.2,,-37.2,,,,,,,,,
,Panp E296a,AOS,Kerogen,2004,3.5,-3.4,0.0,,-33.1,,,,,,,,,
,Pano E299aB,AOS,Kerogen,2004,3.5,-2.8,1.3,,-34.2,,,,,,,,,
Brauer_et_al_2004,Bublak,VV,Gas,2004,0,-3.7,0.7,0,-2.0,,,,,,,,,
Gas from mineral springs,Brambach,VV,Gas,2004,0,-0.6,0.3,0,-4.3,,,,,,,,,
on the Czech German ,Elster,VV,Gas,2004,0,-0.9,0.2,19,-4.2,,,,,,,,,
border,Schonbrunn,VV,Gas,2004,0,-1.2,0.2,97,-16.4,,,,,,,,,
Papineau_et_al_2005,MS-2,MOS,Mica,2005,1.2,16.0,2.2,1139,,,,,,,,,,
Biotites from metasediments,MS-4,MOS,Mica,2005,1.2,10.2,1.6,1300,,,,,,,,,,
"MS= Moine, Scotland",FIK-97-7,MOS,Mica,2005,1.9,4.9,2.0,525,,,,,,,,,,
FIK/FISIJ=Finland,FIK-97-11,MOS,Mica,2005,1.9,7.8,1.5,497,,,,,,,,,,
GR = Isua,FISIJ-2-15415,MOS,Mica,2005,1.9,19.7,1.0,189,,,,,,,,,,
,GR97im45,MOS,Mica,2005,3.8,10.7,1.6,232,,,,,,,,,,
,GR97im46,MOS,Mica,2005,3.8,12.7,1.5,181,,,,,,,,,,
,GR97im47,MOS,Mica,2005,3.8,12.7,1.5,224,,,,,,,,,,
,GR9817,MOS,Mica,2005,3.8,-1.9,1.3,333,,,,,,,,,,
van_Zuilen_et_al_2005,6.4D2 P,MOS,Graphite,2005,3.76,1.8,0.8,9,,,,,,13400,1.32E-012,1.76E-008,2.39E+005,18
Isua metasediments. Mostly shown,6.4D2 C,MOS,Graphite,2005,3.76,1.6,0.7,2,,,,,,12000,6.99E-013,8.39E-009,1.24E+005,10
are measurements from graphite,AL43-3 P,MOS,Graphite,2005,3.76,1.0,0.5,4,,,,,,10900,2.54E-012,2.76E-008,6.00E+004,6
,AL43-3 C,MOS,Graphite,2005,3.76,1.9,0.8,0.77,,,,,,4500,2.58E-013,1.16E-009,1.06E+005,24
,6.4D1 P,MOS,Graphite,2005,3.76,2.6,3.5,0.60,,,,,,8900,1.31E-012,1.17E-008,1.62E+004,2
,6.4D1 C,MOS,Graphite,2005,3.76,-3.7,1.3,8.2,,,,,,9975,5.91E-013,5.89E-009,4.94E+005,49
,6.3A2 P,MOS,Graphite,2005,3.76,6.4,1.8,2.7,,,,,,15400,6.15E-013,9.46E-009,1.58E+005,10
,6.3A2 C,MOS,Graphite,2005,3.76,-2.8,1.2,6.0,,,,,,7900,2.26E-013,1.79E-009,9.45E+005,120
,23,OS,Clay,2005,0.01,5.0,,289,,,,,,,,,,
Pitcairn_et_al_2005,B14,MOS,Schist,2005,0.14,5.1,,279,,,,4.21,162.4,,,,,
Mica and Whole Rock from New Zealand,B30,MOS,Schist,2005,0.14,1.3,,128,,,,3.05,110.6,,,,,
I reporting analyses for which ,B14,MOS,Muscovite,2005,0.14,4.1,,163,,,,,,,,,,
there are both mica and WR data,B30,MOS,Muscovite,2005,0.14,3.6,,206,,,,,,,,,,
,C90,MOS,Schist,2005,0.14,4.2,0.5,428,,,,3.60,123.5,,,,,
,C90,MOS,Muscovite,2005,0.14,4.9,1.1,1061,,,,,,,,,,
,B82,AOS,Schist,2005,0.14,4.5,,138,,,,2.56,92.8,,,,,
,B82,AOS,Mica,2005,0.14,7.0,,245,,,,,,,,,,
,B92,MOS,Schist,2005,0.14,0.9,,249,,,,3.29,112.4,,,,,
,B92,MOS,Mica,2005,0.14,2.0,,278,,,,,,,,,,
,C50,MOS,Schist,2005,0.14,2.9,,119,,,,4.47,168.5,,,,,
,C50,MOS,Mica,2005,0.14,4.3,,459,,,,,,,,,,
,C66,MOS,Schist,2005,0.14,2.0,,459,,,,5.95,220.8,,,,,
,C66,MOS,Mica,2005,0.14,1.3,,421,,,,,,,,,,
Busigny_et_al_2005,MS#5,MOS,Schist,2005,1.2,14.9,,245,,,,,,,,,,
Methods that,SL98-3P,MOS,Schist,2005,0.14,3.7,,1637,,,,,,,,,,
also measure some schists,98SE9,MOS,Schist,2005,0.14,4.4,,523,,,,,,,,,,
and oceanic lithosphere,90-25B,MOS,Schist,2005,0.14,4.8,,195,,,,,,,,,,
Li_and_Bebout_2005,0.21,OS,S_and_stone,2005,0.005,7.0,,1296,2.5,,,,,,,,,
ODP leg 170 Central American ,1.42,OS,S_and_stone,2005,0.005,6.3,,1283,,,,,,,,,,
Margin. ,3.73,OS,S_and_stone,2005,0.005,7.4,,2382,,,,,,,,,,
Sample names are core depths,6.66,OS,Chert,2005,0.005,6.7,,2081,,,,,,,,,,
,8.38,OS,Chert,2005,0.005,6.9,,2262,,,,,,,,,,
Chert=diatomaceous ooze,10.15,OS,Chert,2005,0.005,7.6,,2270,,,,,,,,,,
,14.37,OS,Chert,2005,0.005,5.7,,1680,,,,,,,,,,
,18.66,OS,Chert,2005,0.005,6.2,,1979,,,,,,,,,,
Site 1039--->,21.86,OS,Chert,2005,0.005,5.2,,2221,,,,,,,,,,
,25.55,OS,Chert,2005,0.005,7.7,,1210,,,,,,,,,,
,28.93,OS,Chert,2005,0.005,6.9,,1673,,,,,,,,,,
,32.77,OS,Chert,2005,0.005,5.7,,1763,,,,,,,,,,
,36.38,OS,Chert,2005,0.005,5.3,,1610,,,,,,,,,,
,40.5,OS,Chert,2005,0.005,7.0,,1395,,,,,,,,,,
,45.83,OS,Chert,2005,0.005,6.2,,1157,,,,,,,,,,
,50.7,OS,Chert,2005,0.005,4.4,,1107,,,,,,,,,,
,55.39,OS,Chert,2005,0.005,6.3,,1191,,,,,,,,,,
,60,OS,Chert,2005,0.005,5.0,,1121,,,,,,,,,,
,64.87,OS,Chert,2005,0.005,6.0,,790,,,,,,,,,,
,69.99,OS,Chert,2005,0.005,5.1,,1619,,,,,,,,,,
,174.41,OS,Chert,2005,0.005,5.6,,951,,,,,,,,,,
,80,OS,Chert,2005,0.005,5.4,,1168,,,,,,,,,,
,83.91,OS,Chert,2005,0.005,6.4,,717,,,,,,,,,,
,89.99,OS,Siltstone,2005,0.005,5.9,,780,2.6,,,,,,,,,
,94.88,OS,Siltstone,2005,0.005,5.3,,1075,,,,,,,,,,
,100.2,OS,Siltstone,2005,0.005,5.6,,1042,,,,,,,,,,
,106.91,OS,Siltstone,2005,0.005,6.1,,909,3.2,,,,,,,,,
,112.33,OS,Siltstone,2005,0.005,4.7,,981,,,,,,,,,,
,117.43,OS,Siltstone,2005,0.005,6.2,,749,,,,,,,,,,
,120.37,OS,Siltstone,2005,0.005,6.2,,792,,,,,,,,,,
,126.76,OS,Siltstone,2005,0.005,6.9,,699,,,,,,,,,,
,131.55,OS,Siltstone,2005,0.005,6.8,,633,,,,,,,,,,
,136.54,OS,Clay,2005,0.005,6.0,,866,,,,,,,,,,
,146.08,OS,Clay,2005,0.005,7.9,,361,0.1,,,,,,,,,
,147.64,OS,Clay,2005,0.005,8.2,,499,1.0,,,,,,,,,
,152.67,OS,Clay,2005,0.005,5.6,,804,,,,,,,,,,
,157.22,OS,Clay,2005,0.005,6.1,,406,0.3,,,,,,,,,
,162.09,OS,Clay,2005,0.005,8.5,,403,1.3,,,,,,,,,
,168.44,OS,Clay,2005,0.005,6.1,,358,1.3,,,,,,,,,
,173.46,OS,Clay,2005,0.005,7.6,,519,1.3,,,,,,,,,
,177.93,OS,Clay,2005,0.005,7.2,,344,1.2,,,,,,,,,
,187.52,OS,Clay,2005,0.005,4.2,,110,2.2,,,,,,,,,
,197.12,OS,Clay,2005,0.005,5.0,,99,1.5,,,,,,,,,
,206.83,OS,Chert,2005,0.005,5.4,,62,1.5,,,,,,,,,
,216.41,OS,Chert,2005,0.005,3.4,,76,1.6,,,,,,,,,
,223.01,OS,Chert,2005,0.005,3.4,,105,2.0,,,,,,,,,
,234.23,OS,Chert,2005,0.005,3.1,,79,1.9,,,,,,,,,
,252.02,OS,Chert,2005,0.005,2.9,,78,1.9,,,,,,,,,
,261.72,OS,Chert,2005,0.005,3.5,,66,2.9,,,,,,,,,
,269.93,OS,Chert,2005,0.005,3.2,,106,2.3,,,,,,,,,
,279.48,OS,Limestone,2005,0.005,3.3,,143,2.2,,,,,,,,,
,289.17,OS,Limestone,2005,0.005,3.8,,100,2.2,,,,,,,,,
,309.89,OS,Limestone,2005,0.005,3.1,,72,2.5,,,,,,,,,
,319.47,OS,Limestone,2005,0.005,4.5,,62,2.3,,,,,,,,,
,2332.08,OS,Limestone,2005,0.005,3.9,,85,1.9,,,,,,,,,
,348.26,OS,Limestone,2005,0.005,2.4,,196,2.4,,,,,,,,,
,360.87,OS,Limestone,2005,0.005,5.0,,96,2.2,,,,,,,,,
,371.97,OS,Limestone,2005,0.005,3.6,,141,2.0,,,,,,,,,
,374.06,OS,Limestone,2005,0.005,8.0,,576,2.3,,,,,,,,,
,365.65,OS,Limestone,2005,0.005,5.1,,85,1.9,,,,,,,,,
,384.94,OS,Limestone,2005,0.005,4.3,,144,2.2,,,,,,,,,
,393.19,OS,Limestone,2005,0.005,4.0,,119,2.1,,,,,,,,,
