"Data compilation used in calculation of N budget, organized by year of publication. ",,,,,,,,,,,,,,,,,,
Geologic Setting abbreviations:  O = Oceanic; C = Continental; S = Sediment; L = Lithosphere; A = altered (<300°C); M = metamorphosed (>300 °C); M = primary mantle volcanics; X = xenoliths; OIB = Ocean Isl_and_ Basalt; VV= Volcanic volatiles,,,,,,,,,,,,,,,,,,
Rock name abbreviations: BIF = b_and_ed iron formation; MORB = mid-ocean ridge basalt; OIB = ocean isl_and_ basalt; F = fluid; G = gas,,,,,,,,,,,,,,,,,,
"Columns show, in order, References/notes, Sample name as used in original study, geologic setting (assigned by us), rock type (after original study), Age (Ga), δ15N _and_ error, N concentration (ppm), δ 13 C, Yb, Lu, _and_ Rb concentration (ppm), K2O (wt. %), _and_ Ar data where available  ",,,,,,,,,,,,,,,,,,
Full references are in the Supplementary References document. ,,,,,,,,,,,,,,,,,,
Source/Notes,Sample Name,Geologic Setting,Rock Type,Year Published,Age,delta15N,error,N(ppm),delta13C,Yb,Lu,K2O (WT. %),Rb (ppm),40Ar/36Ar,36Ar (mol/g),Ar total (mol/g),N2/36Ar,N2/40Ar
Williams_et_al_1992,Wilcox 1,AOS,Mudstone,1992,0.04,,,1600,,,,,,,,,,
Organic rich mudstones,Wilcox 1,AOS,S_and_stone,1992,0.04,,,1900,,,,,,,,,,
from an oil-producing area of Louisiana,Wilcox 2,AOS,Mudstone,1992,0.04,,,1600,,,,,,,,,,
,Wilcox 2,AOS,S_and_stone,1992,0.04,,,2300,,,,,,,,,,
,Wilcox 4,AOS,S_and_stone,1992,0.04,,,3600,,,,,,,,,,
,Midway 1,AOS,Mudstone,1992,0.04,,,1800,,,,,,,,,,
,Midway 2,AOS,S_and_stone,1992,0.04,,,2300,,,,,,,,,,
Boyd_et_al_ 1993,C7-WR,CL,Granite,1993,0.3,9.9,0.5,180,,,,,,,,,,
Granites from southwest England,P477,CL,Granite,1993,0.3,7.0,0.2,8,,,,,,,,,,
,G11,CL,Granite,1993,0.3,10.2,0.2,82,,,,,,,,,,
,P452,CL,Granite,1993,0.3,9.4,0.3,75,,,,,,,,,,
,P453,CL,Granite,1993,0.3,9.8,0.3,77,,,,,,,,,,
,P450,CL,Granite,1993,0.3,5.1,0.3,15,,,,,,,,,,
,P114,CL,Granite,1993,0.3,8.4,0.2,93,,,,,,,,,,
,P517,CL,Granite,1993,0.3,9.1,0.3,109,,,,,,,,,,
,P402,CL,Granite,1993,0.3,8.5,0.3,35,,,,,,,,,,
,P404,CL,Granite,1993,0.3,9.0,0.3,16,,,,,,,,,,
,C203-O,CL,Orthoclase,1993,0.3,10.6,0.6,1047,,,,,,,,,,
,C221-M,CL,Muscovite,1993,0.3,12.3,0.4,625,,,,,,,,,,
,C7-M,CL,Muscovite,1993,0.3,12.2,1.1,370,,,,,,,,,,
,C7-O,CL,Orthoclase,1993,0.3,9.2,0.6,521,,,,,,,,,,
,R20-Bi,CL,Biotite,1993,0.3,15.4,1.2,128,,,,,,,,,,
,R20-Mic,CL,Microcline,1993,0.3,9.2,0.4,9,,,,,,,,,,
,R21-Bi,CL,Biotite,1993,0.3,1.9,0.8,21,,,,,,,,,,
Visser_1993,DV 122,MOS,Gneiss,1993,1,,,250,,,,,,,,,,
,MA 780,MOS,Gneiss,1993,1,,,458,,,,,,,,,,
Chicarelli_et_al_1993,Kerogen,OS,Kerogen,1993,0.239,-0.9,,,,,,,,,,,,
,Organic Extract,OS,Organic,1993,0.239,-4.0,,,,,,,,,,,,
,1,OS,Organic,1993,0.239,-3.3,,,,,,,,,,,,
,2,OS,Organic,1993,0.239,-3.3,,,,,,,,,,,,
,3,OS,Organic,1993,0.239,-3.1,,,,,,,,,,,,
,4,OS,Organic,1993,0.239,-3.0,,,,,,,,,,,,
,5,OS,Organic,1993,0.239,-3.4,,,,,,,,,,,,
,6,OS,Organic,1993,0.239,-3.4,,,,,,,,,,,,
,7,OS,Organic,1993,0.239,-3.2,,,,,,,,,,,,
Marty_1995,ERP 21 981R26,OL,N-MORB,1995,0,,,0.013,,,,,,3321,1.71E-015,5.68171032821438E-012,2.82E+005,85
MORB Glasses,EPR 13 CY82 09 03,OL,N-MORB,1995,0,,,0.003,,,,,,3020,4.47E-016,1.35044701986755E-012,2.10E+005,70
EPR=East Pac Rise,EPR 13 CY82 31 02,OL,N-MORB,1995,0,,,0.003,,,,,,1065,1.36E-015,1.45136150234742E-012,8.01E+004,75
MAR = Mid Atlantic,EPR 13 CL DR01 5V,OL,N-MORB,1995,0,,,0.091,,,,,,4043,5.94E-015,2.40059361860005E-011,5.46E+005,135
N=Normal,EPR 13 CY82 30-b,OL,E-MORB,1995,0,,,0.005,,,,,,1668,1.43E-015,2.38142685851319E-012,1.13E+005,68
E = Enriched,MAR 36 CH31 DR09,OL,T-MORB,1995,0,,,0.018,,,,,,1200,1.07E-014,1.28106666666667E-011,5.86E+004,49
T= Transitional,MAR 36 CH31 DR11,OL,E-MORB,1995,0,,,0.048,,,,,,10828,2.98E-015,3.23029830070188E-011,5.70E+005,53
,MAR 36 CH31 DR10,OL,E-MORB,1995,0,,,0.003,,,,,,532,2.27E-015,1.21227443609022E-012,4.22E+004,79
,MAR 30 CH98 DR11,OL,N-MORB,1995,0,,,0.048,,,,,,1273,1.63E-014,2.07162608012568E-011,1.05E+005,82
,MAR 30 CH98 DR12,OL,N-MORB,1995,0,,,0.054,,,,,,9717,1.91E-015,1.86019141710404E-011,1.01E+006,104
,MAR 30 CH98 DR15,OL,N-MORB,1995,0,,,0.330,,,,,,8756,1.21E-014,1.06012105984468E-010,9.75E+005,111
,MAR 30 CH98 DR17,OL,N-MORB,1995,0,,,0.15,,,,,,2279,3.38E-014,7.70337867485739E-011,1.58E+005,69
,MAR 14 2PiD43,OL,E-MORB,1995,0,,,1.25,,,,,,1641,4.89E-013,8.03489335770872E-010,9.09E+004,55
Williams_et_al_1995,Sparta B,ACS,S_and_stone,1995,0.04,-1.2,0.8,150,,,,,,,,,,
N from Kerogen bitumen ,Sparta B,ACS,S_and_stone,1995,0.04,-1.4,1.1,150,,,,,,,,,,
mudstone and sandstone,Sparta B,ACS,Oil,1995,0.04,11.1,0.3,,,,,,,,,,,
from oil-producing basin,Sparta B,ACS,Bitumen,1995,0.04,3.5,0.2,,,,,,,,,,,
in Louisiana,Sparta B,ACS,Kerogen,1995,0.04,3.4,0.1,,,,,,,,,,,
Averages read from graph,Sparta B,ACS,Mudstone,1995,0.04,2.6,1.9,400,,,,,,,,,,
,Wilcox,ACS,S_and_stone,1995,0.04,0.2,2.4,200,,,,,,,,,,
,Wilcox,ACS,S_and_stone,1995,0.04,3.0,1.2,200,,,,,,,,,,
,Wilcox,ACS,Oil,1995,0.04,5.2,0.4,,,,,,,,,,,
,Wilcox,ACS,Bitumen,1995,0.04,4.4,0.1,,,,,,,,,,,
,Wilcox,ACS,Kerogen,1995,0.04,3.2,0.1,,,,,,,,,,,
,Wilcox,ACS,Mudstone,1995,0.04,3.2,1.2,389,,,,,,,,,,
Hall_et_al_1996,B-136,CL,Ganodiorite,1996,0.3,,,21,,,,2.40,,,,,,
,B-137,CL,Ganodiorite,1996,0.3,,,35,,,,2.82,,,,,,
,B-170,CL,Ganodiorite,1996,0.3,,,210,,,,3.60,,,,,,
,B-176,CL,Ganodiorite,1996,0.3,,,162,,,,4.14,,,,,,
,B-178,CL,Ganodiorite,1996,0.3,,,39,,,,3.73,,,,,,
,B-165,CL,Ganodiorite,1996,0.3,,,243,,,,3.98,,,,,,
,B-2,CL,Granite,1996,0.3,,,83,,,,5.15,,,,,,
,B-511,CL,Granite,1996,0.3,,,74,,,,3.49,,,,,,
,B-B12,CL,Granite,1996,0.3,,,88,,,,4.00,,,,,,
,B-511,CL,Granite,1996,0.3,,,69,,,,4.37,,,,,,
,B-116,CL,Granodiorite,1996,0.3,,,51,,,,3.60,,,,,,
,B-182,CL,Granite,1996,0.3,,,13,,,,4.21,,,,,,
,B-97,CL,Granite,1996,0.3,,,18,,,,4.41,,,,,,
,SIO-10331,CL,Granodiorite,1996,0.3,,,14,,,,3.92,,,,,,
,SIO-10371,CL,Granite,1996,0.3,,,1,,,,3.80,,,,,,
,JAL-4,CL,Granite,1996,0.3,,,222,,,,4.61,,,,,,
Honma_1996,1,MOS,Schist,1996,3.8,,,67,,,,,,,,,,
Isua first (1-9),2,MOS,Schist,1996,3.8,,,53,,,,,,,,,,
,3,MOS,Schist,1996,3.8,,,37,,,,,,,,,,
,4,MOS,Schist,1996,3.8,,,21,,,,,,,,,,
,5,MOS,Schist,1996,3.8,,,19,,,,,,,,,,
,6,MOS,Schist,1996,3.8,,,13,,,,,,,,,,
,7,MOS,Schist,1996,3.8,,,5,,,,,,,,,,
,8,MOS,Schist,1996,3.8,,,27,,,,,,,,,,
,9,MOS,Gneiss,1996,3.8,,,7,,,,,,,,,,
Abitibi,1,MOS,Shale,1996,2.7,,,101,,,,,,,,,,
,2,MOS,Shale,1996,2.7,,,33,,,,,,,,,,
,3,MOS,Shale,1996,2.7,,,21,,,,,,,,,,
,4,CL,Tholeiite,1996,2.7,,,,,,,,,,,,,
,5,CL,Tholeiite,1996,2.7,,,0.78,,,,,,,,,,
,6,CL,Basalt,1996,2.7,,,4.7,,,,,,,,,,
Wagiboon greenstone belt,7,CL,Granite,1996,2.7,,,6.2,,,,,,,,,,
English River Dryden,8,MOS,Schist,1996,2.7,,,38,,,,,,,,,,
,9,MOS,Schist,1996,2.7,,,40,,,,,,,,,,
,10,MOS,Schist,1996,2.7,,,42,,,,,,,,,,
,11,MOS,Schist,1996,2.7,,,7.8,,,,,,,,,,
,13,CL,Tonalite,1996,2.7,,,21,,,,,,,,,,
English River Kenora,14,MOS,Schist,1996,2.7,,,23,,,,,,,,,,
,15,MCL,Basalt,1996,2.7,,,11,,,,,,,,,,
,16,MOS,Schist,1996,2.7,,,7.8,,,,,,,,,,
,17,MOS,Amphibolite,1996,2.7,,,4.7,,,,,,,,,,
,18,MOS,Amphibolite,1996,2.7,,,11,,,,,,,,,,
,19,MCL,Gneiss,1996,2.7,,,4.7,,,,,,,,,,
,20,MCL,Gneiss,1996,2.7,,,3.1,,,,,,,,,,
,21,MCL,Gneiss,1996,2.7,,,3.1,,,,,,,,,,
,22,MCL,Tonalite,1996,2.7,,,3.1,,,,,,,,,,
,23,MCL,Gneiss,1996,2.7,,,3.1,,,,,,,,,,
,24,MCL,Gneiss,1996,2.7,,,1.6,,,,,,,,,,
,25,MCL,Gneiss,1996,2.7,,,1.6,,,,,,,,,,
,26,MCL,Gneiss,1996,2.7,,,1.6,,,,,,,,,,
,27,MCL,Gneiss,1996,2.7,,,4.7,,,,,,,,,,
Hall_et_al_1996,GREB-600,CL,Migmatite,1996,,,,118,,,,3.30,,,,,,
,GREB-601,CL,Migmatite,1996,,,,271,,,,3.55,,,,,,
,GREB-602,CL,Migmatite,1996,,,,131,,,,3.30,,,,,,
,GREB-603,CL,Migmatite,1996,,,,278,,,,4.76,,,,,,
,GREB-604,CL,Migmatite,1996,,,,136,,,,5.43,,,,,,
,GREB-605,CL,Migmatite,1996,,,,217,,,,3.87,,,,,,
,GREB-606,CL,Migmatite,1996,,,,122,,,,5.60,,,,,,
,GREB-607,CL,Migmatite,1996,,,,215,,,,4.17,,,,,,
,GREB-608,CL,Migmatite,1996,,,,124,,,,5.07,,,,,,
,GREB-609,CL,Migmatite,1996,,,,236,,,,3.47,,,,,,
,B-509,CL,Granite,1996,,,,67,,,,,584,,,,,
,B-508,CL,Granite,1996,,,,58,,,,,535,,,,,
,B-507,CL,Granite,1996,,,,57,,,,,563,,,,,
,B-510,CL,Granite,1996,,,,72,,,,,386,,,,,
,B-506,CL,Granite,1996,,,,71,,,,,318,,,,,
,B-505,CL,Granite,1996,,,,75,,,,,363,,,,,
,B-504,CL,Granite,1996,,,,87,,,,,318,,,,,
,B-503,CL,Granite,1996,,,,99,,,,,310,,,,,
,B-502,CL,Granite,1996,,,,89,,,,,297,,,,,
,B-501,CL,Granite,1996,,,,88,,,,,286,,,,,
,B-500,CL,Granite,1996,,,,88,,,,,274,,,,,
,Alijo-Sanfins,CL,Granite,1996,,,,159,,,,,,,,,,
Watanabe_et_al_1997,Silverton,AOS,Shale,1997,2.22,,,300,-30.7,,,,,,,,,
Archean/Proterozoic Shales,Strubenkop,AOS,Shale,1997,2.22,,,300,-25.3,,,,,,,,,
"From Kaapvaal Craton, listed from top to bottom",Timeball Hill,AOS,Shale,1997,2.22,,,400,-27.2,,,,,,,,,
of the section. Peak metamorphic conditions: ,Black Reef,AOS,Shale,1997,2.56,,,100,-31.6,,,,,,,,,
Top of section – 110-170degC,Selati,AOS,Shale,1997,2.56,,,100,-22.4,,,,,,,,,
and 1 kb,Bothaville,AOS,Shale,1997,2.63,,,,-30.3,,,,,,,,,
bottom of section – 350deg C,K-8,AOS,Shale,1997,2.72,,,100,-29.9,,,,,,,,,
and 1-2kb,Booysens,AOS,Shale,1997,2.72,,,100,-28.8,,,,,,,,,
,Roodepoort,AOS,Shale,1997,2.91,,,100,-29.0,,,,,,,,,
,Orange,AOS,Shale,1997,2.91,,,100,-31.3,,,,,,,,,
Cartigny_et_al_1997,CHL 1,D,Peridotitic,1997,0.46,-11.7,,416,-3.2,,,,,,,,,
Diamonds from continental lithosphere,CHL 1-2,D,Peridotitic,1997,0.46,-10.4,,381,-3.3,,,,,,,,,
,CHL 2-1,D,Peridotitic,1997,0.46,-3.1,,789,0.4,,,,,,,,,
P = peridotitic,CHL 2-2,D,Peridotitic,1997,0.46,-4.4,,810,-0.1,,,,,,,,,
,CHL 2-3,D,Peridotitic,1997,0.46,-3.2,,897,0.4,,,,,,,,,
,CHL 3,D,Peridotitic,1997,0.46,-9.8,,628,-4.5,,,,,,,,,
,CHL 4,D,Peridotitic,1997,0.46,-5.4,,673,-6.1,,,,,,,,,
, CHL 5,D,Peridotitic,1997,0.46,-12.5,,752,-3.3,,,,,,,,,
,CHL 6-1,D,Peridotitic,1997,0.46,-6.9,,179,-3.2,,,,,,,,,
,CHL 6-2,D,Peridotitic,1997,0.46,-5.0,,91,-3.1,,,,,,,,,
,CHL 7-1,D,Peridotitic,1997,0.46,-4.7,,809,-3.3,,,,,,,,,
,CHL 7-2,D,Peridotitic,1997,0.46,-3.9,,666,-3.3,,,,,,,,,
,CHL 8,D,Peridotitic,1997,0.46,-2.8,,1036,-1.6,,,,,,,,,
,CHL 9-1,D,Peridotitic,1997,0.46,-7.4,,123,-3.6,,,,,,,,,
,CHL 9-2,D,Peridotitic,1997,0.46,-4.2,,235,-4.0,,,,,,,,,
,CHL 10,D,Peridotitic,1997,0.46,-8.2,,988,-4.5,,,,,,,,,
,CHL 11,D,Peridotitic,1997,0.46,-2.2,,95,-2.6,,,,,,,,,
,CHL 12,D,Peridotitic,1997,0.46,-24.2,,339,-4.4,,,,,,,,,
,CHL 13,D,Peridotitic,1997,0.46,-11.4,,315,-3.2,,,,,,,,,
,CHL13-2,D,Peridotitic,1997,0.46,-10.9,,270,0.0,,,,,,,,,
,CHL 14,D,Peridotitic,1997,0.46,-8.0,,330,-4.7,,,,,,,,,
,CHL 14-2,D,Peridotitic,1997,0.46,-9.2,,336,-4.9,,,,,,,,,
,CHL 15-1,D,Peridotitic,1997,0.46,-11.4,,658,-4.8,,,,,,,,,
,CHL 15-2,D,Peridotitic,1997,0.46,-11.0,,565,-4.8,,,,,,,,,
,CHL 15-3,D,Peridotitic,1997,0.46,-14.1,,684,-4.8,,,,,,,,,
,CHL 15-4,D,Peridotitic,1997,0.46,-11.5,,685,-4.8,,,,,,,,,
,CHL 16,D,Peridotitic,1997,0.46,-9.3,,1471,-3.2,,,,,,,,,
,CHL 17-1,D,Peridotitic,1997,0.46,-1.8,,969,-3.4,,,,,,,,,
,CHL 17-2,D,Peridotitic,1997,0.46,-1.1,,831,-3.3,,,,,,,,,
,CHL 18,D,Peridotitic,1997,0.46,7.5,,391,-3.5,,,,,,,,,
,CHL 18-2,D,Peridotitic,1997,0.46,6.9,,337,-3.5,,,,,,,,,
,CHL 19,D,Peridotitic,1997,0.46,-6.9,,252,-3.5,,,,,,,,,
,CHL 22-1,D,Peridotitic,1997,0.46,-11.5,,332,-3.3,,,,,,,,,
,CHL 22-2,D,Peridotitic,1997,0.46,-16.7,,464,-4.3,,,,,,,,,
,CHL 22-3,D,Peridotitic,1997,0.46,-11.7,,544,-4.0,,,,,,,,,
,CHL 23-2,D,Peridotitic,1997,0.46,-6.2,,790,-4.5,,,,,,,,,
,CHL 24,D,Peridotitic,1997,0.46,-15.9,,496,-4.2,,,,,,,,,
,CHL 25-1,D,Peridotitic,1997,0.46,-7.9,,476,-3.9,,,,,,,,,
,CHL 25-2,D,Peridotitic,1997,0.46,-7.7,,392,-4.0,,,,,,,,,
,CHL 25-3,D,Peridotitic,1997,0.46,-7.9,,489,-4.1,,,,,,,,,
,CHL 29,D,Peridotitic,1997,0.46,-11.7,,150,-3.2,,,,,,,,,
,CHL 30-1,D,Peridotitic,1997,0.46,-5.5,,215,-3.8,,,,,,,,,
,CHL 30-2,D,Peridotitic,1997,0.46,-5.5,,276,-4.1,,,,,,,,,
,CHL 30-3,D,Peridotitic,1997,0.46,-7.4,,277,-4.4,,,,,,,,,
,CHL 31,D,Peridotitic,1997,0.46,-18.0,,164,-3.9,,,,,,,,,
,CHL 31-2,D,Peridotitic,1997,0.46,-18.6,,148,-3.5,,,,,,,,,
,CHL 32,D,Peridotitic,1997,0.46,-13.6,,230,-3.7,,,,,,,,,
,CHL 33,D,Peridotitic,1997,0.46,-15.3,,437,-3.7,,,,,,,,,
,CHL 35,D,Peridotitic,1997,0.46,-4.8,,415,-5.8,,,,,,,,,
,CHL 36,D,Peridotitic,1997,0.46,-6.1,,231,-3.6,,,,,,,,,
,CHL 37,D,Peridotitic,1997,0.46,-13.1,,172,-3.6,,,,,,,,,
,CHL 38,D,Peridotitic,1997,0.46,-10.1,,414,-4.4,,,,,,,,,
,CHL 38-2,D,Peridotitic,1997,0.46,-8.3,,397,-4.9,,,,,,,,,
,CHL 38-5,D,Peridotitic,1997,0.46,-7.3,,445,-4.3,,,,,,,,,
,CHL 39-4,D,Peridotitic,1997,0.46,-1.7,,100,-4.0,,,,,,,,,
,CHL 41-2,D,Peridotitic,1997,0.46,-3.9,,141,-2.9,,,,,,,,,
,CHL 44,D,Peridotitic,1997,0.46,-21.0,,385,-2.8,,,,,,,,,
,CHL 45,D,Peridotitic,1997,0.46,-6.4,,659,-5.7,,,,,,,,,
,CHL 48,D,Peridotitic,1997,0.46,-6.4,,588,-4.0,,,,,,,,,
,CHL 48-2,D,Peridotitic,1997,0.46,-8.5,,487,-3.8,,,,,,,,,
,CHL 49,D,Peridotitic,1997,0.46,-0.9,,901,-1.6,,,,,,,,,
,CHL 50,D,Peridotitic,1997,0.46,-0.3,,325,-0.7,,,,,,,,,
,CHL 51,D,Peridotitic,1997,0.46,-6.5,,614,-4.5,,,,,,,,,
,CHL 52,D,Peridotitic,1997,0.46,-6.1,,1387,-6.0,,,,,,,,,
,CHL 53,D,Peridotitic,1997,0.46,-5.6,,162,-0.1,,,,,,,,,
,CHL 56,D,Peridotitic,1997,0.46,-6.9,,155,-3.3,,,,,,,,,
,CHL56-2,D,Peridotitic,1997,0.46,-2.7,,,-3.3,,,,,,,,,
Marty_and_Humbert_1997,CH98DR11,OL,N-MORB,1997,0,-1.8,1.2,0.12,,,,,,1237,3.589329021827E-014,4.44E-011,1.18E+005,95
,CH98DR11,OL,N-MORB,1997,0,-1.9,1.3,0.12,,,,,,1929,2.59720062208398E-014,5.01E-011,1.70E+005,88
MAR = Mid Atlantic Ridge,CH98DR11,OL,N-MORB,1997,0,-2.2,0.2,0.18,,,,,,2190,3.26940639269406E-014,7.16E-011,2.01E+005,92
,CH98DR11,OL,N-MORB,1997,0,-3.0,1.6,0.08,,,,,,4723,5.22972686851577E-015,2.47E-011,5.53E+005,117
,CH98DR11,OL,N-MORB,1997,0,-3.5,0.6,0.20,,,,,,26621,2.42665564779685E-015,6.46E-011,2.95E+006,111
,CH98DR11,OL,N-MORB,1997,0,-4.5,0.7,0.03,,,,,,42366,2.5964216588774E-016,1.1E-011,3.57E+006,84
,CH98DR11,OL,N-MORB,1997,0,-4.5,0.7,0.17,,,,,,6907,1.01201679455625E-014,6.99E-011,5.83E+005,84
,CH98DR12,OL,N-MORB,1997,0,-3.0,0.4,0.15,,,,,,2035,2.47665847665848E-014,5.04E-011,2.15E+005,106
,CH98DR12,OL,N-MORB,1997,0,-3.0,0.4,0.10,,,,,,10180,3.762278978389E-015,3.83E-011,9.86E+005,97
,CH98DR15,OL,N-MORB,1997,0,-1.5,0.6,0.10,,,,,,15587,2.29037018027844E-015,3.57E-011,1.58E+006,101
,CH98DR15,OL,N-MORB,1997,0,-1.7,0.8,0.15,,,,,,,,4.73E-011,,
,CH98DR17,OL,N-MORB,1997,0,-3.8,0.6,0.08,,,,,,2417,1.73355399255275E-014,4.19E-011,1.63E+005,68
,CH31DR01r10,OL,E-MORB,1997,0,6.5,0.6,0.03,,,,,,371.8,7.53093060785368E-015,2.8E-012,1.46E+005,393
,CH31DR01r100,OL,E-MORB,1997,0,2.1,1.0,0.01,,,,,,766.4,1.18736951983299E-014,9.1E-012,3.20E+004,42
,Total,OL,E-MORB,1997,0,5.4,0.7,0.04,,,,,,425.9,8.66400563512562E-014,3.69E-011,1.71E+004,40
,CH31 DR02,OL,E-MORB,1997,0,-0.9,0.5,0.03,,,,,,5094,4.67216332940715E-015,2.38E-011,2.38E+005,47
,CH31DR01r10,OL,E-MORB,1997,0,-3.0,1.0,0.01,,,,,,1420,6.23943661971831E-015,8.86E-012,6.83E+004,48
,CH31DR01r100,OL,E-MORB,1997,0,-2.3,0.8,0.03,,,,,,419.9,3.23886639676113E-014,1.36E-011,3.05E+004,73
,Total,OL,E-MORB,1997,0,-2.5,0.8,0.04,,,,,,577.9,3.89340716386918E-014,2.25E-011,3.65E+004,63
,CH31DR11,OL,E-MORB,1997,0,-1.4,0.5,0.06,,,,,,831.2,4.27093358999038E-014,3.55E-011,5.22E+004,63
,CH31DR11,OL,E-MORB,1997,0,-1.7,0.8,0.05,,,,,,4172,9.10834132310642E-015,3.8E-011,1.93E+005,46
,CH31DR11,OL,E-MORB,1997,0,-2.8,0.7,,,,,,,4307,5.06152774553053E-015,2.18E-011,,
,CH31DR11,OL,E-MORB,1997,0,-3.9,0.6,0.04,,,,,,15029,2.40202275600506E-015,3.61E-011,5.50E+005,37
,CH31DR11,OL,E-MORB,1997,0,,,0.001,,,,,,546.1,2.74674967954587E-015,1.5E-012,1.38E+004,25
,Total,OL,E-MORB,1997,0,-3.9,0.6,0.04,,,,,,7302,5.14927417145987E-015,3.76E-011,2.64E+005,36
EPR (East Pacific Rise),CY84,OL,T-MORB,1997,0,-1.0,1.0,0.01,,,,,,915,3.03825136612022E-015,2.78E-012,8.85E+004,97
,CLDRO1,OL,N-MORB,1997,0,-2.0,0.6,0.04,,,,,,565.6,3.51838755304102E-014,1.99E-011,4.01E+004,71
,CLDRO1,OL,N-MORB,1997,0,-3.8,0.5,0.03,,,,,,1850,7.4054054054054E-015,1.37E-011,1.38E+005,74
,Total,OL,N-MORB,1997,0,-2.7,0.5,0.07,,,,,,789,4.25855513307985E-014,3.36E-011,5.71E+004,72
,CY82,OL,E-MORB,1997,0,-6.5,1.8,0.01,,,,,,928,4.41810344827586E-015,4.1E-012,5.45E+004,59
,CY82,OL,N-MORB,1997,0,-3.4,0.9,0.03,,,,,,2964,3.40755735492578E-015,1.01E-011,3.32E+005,112
,CY82,OL,T-MORB,1997,0,-2.0,0.4,0.08,,,,,,7145,3.49895031490553E-015,2.5E-011,7.69E+005,108
Red Sea,KS,OL,E-MORB,1997,0,-7.0,1.0,0.01,,,,,,469.5,1.57614483493078E-014,7.4E-012,1.71E+004,36
,KS,OL,E-MORB,1997,0,3.1,0.4,0.13,,,,,,306.5,3.37030995106036E-013,1.033E-010,1.42E+004,46
,KS,OL,E-MORB,1997,0,2.1,0.6,0.02,,,,,,387.9,4.69193091002836E-014,1.82E-011,1.61E+004,42
,MR80,OIB,Basalt,1997,0,3.1,0.3,0.04,,,,,,362.3,7.78360474744687E-014,2.82E-011,1.98E+004,55
Galapagos,PL2,OL,E-MORB,1997,0,-3.2,1.6,0.01,,,,,,667.9,7.4412337176224E-015,4.97E-012,2.74E+004,41
,PL2,OL,E-MORB,1997,0,0.5,1.3,0.01,,,,,,308.6,2.03823720025923E-014,6.29E-012,2.01E+004,65
,PL2,OIB,Basalt,1997,0,2.6,1.6,0.01,,,,,,560.3,7.12118507942174E-015,3.99E-012,3.83E+004,68
,PL2,OL,N-MORB,1997,0,-0.4,0.8,0.04,,,,,,895.1,1.36297620377611E-014,1.22E-011,1.03E+005,115
,PL2-24-32,OIB,Basalt,1997,0,-1.4,2.0,0.01,,,,,,880.7,8.15260588168502E-015,7.18E-012,2.77E+004,31
,PL2-RC-O1,OIB,Basalt,1997,0,-1.9,1.3,0.01,,,,,,2635,2.15939278937381E-015,5.69E-012,2.07E+005,78
McDonald Seamount,TH30-3,OIB,Basalt,1997,0,-0.8,0.5,2.35,,,,,,299.4,8.66399465597862E-012,2.594E-009,9.71E+004,324
Manus Basin,AQ39C-108,OL,E-MORB,1997,0,-0.1,1.0,0.09,,,,,,300.6,1.9061876247505E-013,5.73E-011,1.66E+005,551
Drits_et_al_1997,x1,OS,Shale,1997,,,,200,,,,,,,,,,
from core in North Sea,112,OS,Shale,1997,,,,600,,,,,,,,,,
and Danish Sea,82,OS,Shale,1997,,,,100,,,,,,,,,,
,x3,OS,Shale,1997,,,,900,,,,,,,,,,
,x17,OS,Shale,1997,,,,900,,,,,,,,,,
,87,OS,Shale,1997,,,,1400,,,,,,,,,,
,89,OS,Shale,1997,,,,1700,,,,,,,,,,
,86,OS,Shale,1997,,,,1900,,,,,,,,,,
,x18,OS,Shale,1997,,,,1900,,,,,,,,,,
,x12,OS,Shale,1997,,,,2000,,,,,,,,,,
,x13,OS,Shale,1997,,,,2100,,,,,,,,,,
,99,OS,Shale,1997,,,,500,,,,,,,,,,
,95,OS,Shale,1997,,,,500,,,,,,,,,,
Bebout_1997,2-1-23,MOS,Schist,1997,0.1,1.6,0.6,860,,,,,,,,,,
,2-1-24,MOS,Schist,1997,0.1,2.0,,1190,,,,,,,,,,
,2-1-25,MOS,Schist,1997,0.1,1.7,,880,,,,,,,,,,
,2-1-28,MOS,Schist,1997,0.1,1.9,,870,,,,,,,,,,
,WE-1,MOS,Muscovite,1997,0.1,1.8,,2140,,,,,,,,,,
,WE-2,MOS,Muscovite,1997,0.1,2.0,,2100,,,,,,,,,,
,SL-1,MOS,Muscovite,1997,0.1,2.3,,1990,,,,,,,,,,
,SL-4,MOS,Muscovite,1997,0.1,1.9,,1850,,,,,,,,,,
,2-1-4,MOS,Schist,1997,0.1,2.4,,78,,,,,,,,,,
,2-1-5,MOS,Schist,1997,0.1,2.1,,80,,,,,,,,,,
,2-1-8,MOS,Schist,1997,0.1,2.2,,1370,,,,,,,,,,
,2-1-9,MOS,Schist,1997,0.1,2.2,,600,,,,,,,,,,
,2-1-11,MOS,Schist,1997,0.1,2.0,,110,,,,,,,,,,
,2-1-36,MOS,Schist,1997,0.1,2.5,,790,,,,,,,,,,
,12-1-37,MOS,Schist,1997,0.1,2.7,,400,,,,,,,,,,
,2-1-37,MOS,Schist,1997,0.1,2.4,,60,,,,,,,,,,
,2-1-38,MOS,Schist,1997,0.1,2.6,,1230,,,,,,,,,,
,2-1-38,MOS,Schist,1997,0.1,2.5,,66,,,,,,,,,,
,2-1-40,MOS,Schist,1997,0.1,2.0,,880,,,,,,,,,,
